gene_id	chrom_start	chrom_end	description	gene_id	gene_synonym	gene
gene_02963	3442696	3443967	Ontology_term:GO:0042626, Ontology_term:GO:0140359, Ontology_term:GO:0055052, go_function:ATPase-coupled transmembrane transporter activity|0042626||IEA, go_function:ABC-type transporter activity|0140359||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_010567503.1, product:sugar ABC transporter substrate-binding protein, protein_id:WP_225368805.1	HH203_RS14875		
gene_02964	3444125	3445051	Ontology_term:GO:0042626, Ontology_term:GO:0140359, go_function:ATPase-coupled transmembrane transporter activity|0042626||IEA, go_function:ABC-type transporter activity|0140359||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061358.1, product:sugar ABC transporter permease, protein_id:WP_011061358.1	HH203_RS14880		
gene_02965	3445062	3445892	Ontology_term:GO:0008643, Ontology_term:GO:0055085, go_process:carbohydrate transport|0008643||IEA, go_process:transmembrane transport|0055085||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_014338173.1, product:carbohydrate ABC transporter permease, protein_id:WP_011061359.1	HH203_RS14885		
gene_02966	3445916	3447019	Ontology_term:GO:0005524, Ontology_term:GO:0140359, gene:ugpC, go_function:ATP binding|0005524||IEA, go_function:ABC-type transporter activity|0140359||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_251031.1, product:sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC, protein_id:WP_011061360.1	HH203_RS14890		ugpC
gene_02967	3447036	3448517	Ontology_term:GO:0016616, go_function:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor|0016616||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061361.1, product:mannitol dehydrogenase family protein, protein_id:WP_011061361.1	HH203_RS14895		
gene_02968	3448580	3450076	Ontology_term:GO:0005997, Ontology_term:GO:0042732, Ontology_term:GO:0004856, Ontology_term:GO:0005515, gene:xylB, go_function:xylulokinase activity|0004856||IEA, go_function:protein binding|0005515||IEA, go_process:xylulose metabolic process|0005997||IEA, go_process:D-xylose metabolic process|0042732||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_003173669.1, product:xylulokinase, protein_id:WP_011061362.1	HH203_RS14900		xylB
gene_02969	3450090	3451028	Ontology_term:GO:0005975, Ontology_term:GO:0016301, go_function:kinase activity|0016301||IEA, go_process:carbohydrate metabolic process|0005975||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061363.1, product:carbohydrate kinase, protein_id:WP_011061363.1	HH203_RS14905		
gene_02970	3451119	3452420	Ontology_term:GO:0006811, Ontology_term:GO:0015802, Ontology_term:GO:0015288, Ontology_term:GO:0009279, Ontology_term:GO:0019867, Ontology_term:GO:0046930, go_function:porin activity|0015288||IEA, go_process:monoatomic ion transport|0006811||IEA, go_process:basic amino acid transport|0015802||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_020289277.1, product:OprD family porin, protein_id:WP_011061364.1	HH203_RS14910		
gene_02971	3453065	3454417	Ontology_term:GO:0016616, go_function:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor|0016616||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_009048938.1, product:UDP-glucose/GDP-mannose dehydrogenase family protein, protein_id:WP_011061365.1	HH203_RS14915		
gene_02972	3454414	3455433	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061366.1, product:NAD-dependent epimerase, protein_id:WP_011061366.1	HH203_RS14920		
gene_02973	3455491	3456243	Ontology_term:GO:0006486, Ontology_term:GO:0016740, go_function:transferase activity|0016740||IEA, go_process:protein glycosylation|0006486||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_019093969.1, product:sugar transferase, protein_id:WP_011061367.1	HH203_RS14925		
gene_02974	3456245	3456889	Ontology_term:GO:0004713, Ontology_term:GO:0004715, Ontology_term:GO:0005524, go_function:protein tyrosine kinase activity|0004713||IEA, go_function:non-membrane spanning protein tyrosine kinase activity|0004715||IEA, go_function:ATP binding|0005524||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061368.1, product:CpsD/CapB family tyrosine-protein kinase, protein_id:WP_011061368.1	HH203_RS14930		
gene_02975	3456912	3457931	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061369.1, product:polysaccharide biosynthesis/export family protein, protein_id:WP_011061369.1	HH203_RS14935		
gene_02976	3457943	3459535	inference:COORDINATES: similar to AA sequence:RefSeq:WP_016702144.1, product:LPS biosynthesis protein, protein_id:WP_041118261.1	HH203_RS14940		
gene_02977	3459547	3460647	Ontology_term:GO:0016757, go_function:glycosyltransferase activity|0016757||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_015635671.1, product:glycosyltransferase family 4 protein, protein_id:WP_050783812.1	HH203_RS14945		
gene_02978	3460644	3462014	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061372.1, product:O-antigen ligase family protein, protein_id:WP_011061372.1	HH203_RS14950		
gene_02979	3462159	3463124	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061373.1, product:glycosyltransferase family A protein, protein_id:WP_011061373.1	HH203_RS14955		
gene_02980	3463117	3464253	inference:COORDINATES: similar to AA sequence:RefSeq:WP_007900741.1, product:glycosyltransferase, protein_id:WP_011061374.1	HH203_RS14960		
gene_02981	3464255	3465253	Ontology_term:GO:0005975, Ontology_term:GO:0016810, go_function:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds|0016810||IEA, go_process:carbohydrate metabolic process|0005975||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_019093965.1, product:polysaccharide deacetylase family protein, protein_id:WP_011061375.1	HH203_RS14965		
gene_02982	3465250	3466560	inference:COORDINATES: similar to AA sequence:RefSeq:WP_015635676.1, product:oligosaccharide flippase family protein, protein_id:WP_011061376.1	HH203_RS14970		
gene_02983	3466557	3468485	inference:COORDINATES: similar to AA sequence:RefSeq:WP_015635677.1, product:hypothetical protein, protein_id:WP_011061377.1	HH203_RS14975		
gene_02984	3468482	3469186	inference:COORDINATES: similar to AA sequence:RefSeq:WP_019093962.1, product:GNAT family N-acetyltransferase, protein_id:WP_011061378.1	HH203_RS14980		
gene_02985	3469183	3470307	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061379.1, product:GNAT family N-acetyltransferase, protein_id:WP_011061379.1	HH203_RS30300		
gene_02986	3470304	3471083	inference:COORDINATES: similar to AA sequence:RefSeq:WP_019093960.1, product:ChbG/HpnK family deacetylase, protein_id:WP_011061380.1	HH203_RS14990		
gene_02987	3471239	3471496	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061381.1, product:DUF2790 domain-containing protein, protein_id:WP_011061381.1	HH203_RS14995		
gene_02988	3471621	3471884	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061382.1, product:DUF1652 domain-containing protein, protein_id:WP_011061382.1	HH203_RS15000		
gene_02989	3472402	3472878	Ontology_term:GO:0004867, gene:eco, go_function:serine-type endopeptidase inhibitor activity|0004867||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_015635680.1, product:serine protease inhibitor ecotin, protein_id:WP_011061383.1	HH203_RS15005		eco
gene_02990	3472905	3473210	inference:COORDINATES: similar to AA sequence:RefSeq:WP_017906934.1, product:NIPSNAP family protein, protein_id:WP_011061384.1	HH203_RS15010		
gene_02991	3473279	3474316	Ontology_term:GO:0009097, Ontology_term:GO:0004794, gene:ilvA, go_function:threonine deaminase activity|0004794||IEA, go_process:isoleucine biosynthetic process|0009097||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_015635681.1, product:threonine ammonia-lyase, biosynthetic, protein_id:WP_011061385.1	HH203_RS15015		ilvA
gene_02992	3474612	3474812	inference:COORDINATES: similar to AA sequence:RefSeq:WP_003190946.1, product:ParD-like family protein, protein_id:WP_011061386.1	HH203_RS15020		
gene_02993	3474809	3475573	Ontology_term:GO:0036211, gene:map, go_process:protein modification process|0036211||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061387.1, product:type I methionyl aminopeptidase, protein_id:WP_011061387.1	HH203_RS15025		map
gene_02994	3475580	3477166	inference:COORDINATES: similar to AA sequence:RefSeq:WP_013692973.1, product:RimK family alpha-L-glutamate ligase, protein_id:WP_011061388.1	HH203_RS15030		
gene_02995	3477260	3478366	inference:COORDINATES: similar to AA sequence:RefSeq:WP_015635683.1, product:GNAT family N-acetyltransferase/peptidase C39 family protein, protein_id:WP_011061389.1	HH203_RS15035		
gene_02996	3478551	3479702	Ontology_term:GO:0016901, Ontology_term:GO:0070968, go_function:oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor|0016901||IEA, go_function:pyrroloquinoline quinone binding|0070968||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_009048905.1, product:PQQ-dependent sugar dehydrogenase, protein_id:WP_011061390.1	HH203_RS15040		
gene_02997	3479780	3480148	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061391.1, product:hypothetical protein, protein_id:WP_011061391.1	HH203_RS15045		
gene_02998	3480371	3481270	Ontology_term:GO:0018193, gene:lpxO, go_process:peptidyl-amino acid modification|0018193||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_010169551.1, product:lipid A hydroxylase LpxO, protein_id:WP_011061392.1	HH203_RS15050		lpxO
gene_02999	3481630	3482364	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061393.1, product:alpha/beta fold hydrolase, protein_id:WP_011061393.1	HH203_RS15055		
gene_03000	3482614	3484200	Ontology_term:GO:0005524, Ontology_term:GO:0016887, go_function:ATP binding|0005524||IEA, go_function:ATP hydrolysis activity|0016887||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_010565450.1, product:ABC-F family ATPase, protein_id:WP_011061394.1	HH203_RS15060		
gene_03001	3484531	3485718	Ontology_term:GO:0055085, Ontology_term:GO:0022857, go_function:transmembrane transporter activity|0022857||IEA, go_process:transmembrane transport|0055085||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061395.1, product:MFS transporter, protein_id:WP_011061395.1	HH203_RS15065		
gene_03002	3485720	3486757	inference:COORDINATES: similar to AA sequence:RefSeq:WP_008043773.1, product:dienelactone hydrolase, protein_id:WP_011061396.1	HH203_RS15070		
gene_03003	3487012	3487623	Ontology_term:GO:0009055, Ontology_term:GO:0010181, Ontology_term:GO:0016491, Ontology_term:GO:0050446, go_function:electron transfer activity|0009055||IEA, go_function:FMN binding|0010181||IEA, go_function:oxidoreductase activity|0016491||IEA, go_function:azobenzene reductase activity|0050446||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011334021.1, product:FMN-dependent NADH-azoreductase, protein_id:WP_011061397.1	HH203_RS15075		
gene_03004	3487757	3488665	inference:COORDINATES: similar to AA sequence:RefSeq:WP_017338696.1, product:LysR substrate-binding domain-containing protein, protein_id:WP_011061398.1	HH203_RS15080		
gene_03005	3488677	3489021	Ontology_term:GO:0003677, go_function:DNA binding|0003677||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_009043776.1, product:MmcQ/YjbR family DNA-binding protein, protein_id:WP_169891849.1	HH203_RS15085		
gene_03006	3489018	3489440	inference:COORDINATES: similar to AA sequence:RefSeq:WP_015635690.1, product:DUF1294 domain-containing protein, protein_id:WP_011061400.1	HH203_RS15090		
gene_03007	3489437	3490267	Ontology_term:GO:0016311, Ontology_term:GO:0050380, Ontology_term:GO:0016020, go_function:undecaprenyl-diphosphatase activity|0050380||IEA, go_process:dephosphorylation|0016311||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_017338693.1, product:undecaprenyl-diphosphate phosphatase, protein_id:WP_011061401.1	HH203_RS15095		
gene_03008	3490562	3492196	Ontology_term:GO:0006935, go_process:chemotaxis|0006935||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_016704793.1, product:methyl-accepting chemotaxis protein, protein_id:WP_011061402.1	HH203_RS15100		
gene_03009	3492286	3492849	Ontology_term:GO:0015890, Ontology_term:GO:0015663, Ontology_term:GO:0016020, gene:pnuC, go_function:nicotinamide mononucleotide transmembrane transporter activity|0015663||IEA, go_process:nicotinamide mononucleotide transport|0015890||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_007937788.1, product:nicotinamide riboside transporter PnuC, protein_id:WP_011061403.1	HH203_RS15105		pnuC
gene_03010	3492846	3493370	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061404.1, product:AAA family ATPase, protein_id:WP_011061404.1	HH203_RS15110		
gene_03011	3493699	3494145	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061405.1, product:hypothetical protein, protein_id:WP_011061405.1	HH203_RS15115		
gene_03012	3494147	3494725	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061406.1, product:hypothetical protein, protein_id:WP_011061406.1	HH203_RS15120		
gene_03013	3494789	3495778	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061407.1, product:hypothetical protein, protein_id:WP_011061407.1	HH203_RS15125		
gene_03014	3495843	3496523	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061408.1, product:C39 family peptidase, protein_id:WP_011061408.1	HH203_RS15130		
gene_03015	3496572	3497306	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061409.1, product:hypothetical protein, protein_id:WP_011061409.1	HH203_RS15135		
gene_03016	3497361	3498656	inference:COORDINATES: similar to AA sequence:RefSeq:WP_008078920.1, product:hypothetical protein, protein_id:WP_011061410.1	HH203_RS15140		
gene_03017	3498727	3500052	Ontology_term:GO:0006355, Ontology_term:GO:0005524, go_function:ATP binding|0005524||IEA, go_process:regulation of DNA-templated transcription|0006355||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_019579217.1, product:sigma-54 dependent transcriptional regulator, protein_id:WP_011061411.1	HH203_RS15145		
gene_03018	3500406	3500672	inference:COORDINATES: similar to AA sequence:RefSeq:WP_013693488.1, product:hypothetical protein, protein_id:WP_015635695.1	HH203_RS15150		
gene_03019	3500851	3502998	Ontology_term:GO:0004629, go_function:phospholipase C activity|0004629||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061413.1, product:phospholipase C, phosphocholine-specific, protein_id:WP_011061413.1	HH203_RS15155		
gene_03020	3503330	3504298	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061414.1, product:adenylate cyclase, protein_id:WP_225368807.1	HH203_RS15160		
gene_03021	3504616	3505539	Ontology_term:GO:0006351, gene:paaX, go_process:DNA-templated transcription|0006351||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061415.1, product:phenylacetic acid degradation operon negative regulatory protein PaaX, protein_id:WP_011061415.1	HH203_RS15165		paaX
gene_03022	3505604	3506197	Ontology_term:GO:0010124, gene:paaY, go_process:phenylacetate catabolic process|0010124||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_015635697.1, product:phenylacetic acid degradation protein PaaY, protein_id:WP_011061416.1	HH203_RS15170		paaY
gene_03023	3506624	3507415	Ontology_term:GO:0010124, Ontology_term:GO:0004300, gene:paaG, go_function:enoyl-CoA hydratase activity|0004300||IEA, go_process:phenylacetate catabolic process|0010124||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061417.1, product:2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase PaaG, protein_id:WP_011061417.1	HH203_RS15175		paaG
gene_03024	3507443	3507892	Ontology_term:GO:0010124, gene:paaI, go_process:phenylacetate catabolic process|0010124||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_008056256.1, product:hydroxyphenylacetyl-CoA thioesterase PaaI, protein_id:WP_011061418.1	HH203_RS15180		paaI
gene_03025	3508113	3509435	Ontology_term:GO:0010124, Ontology_term:GO:0047475, gene:paaK, go_function:phenylacetate-CoA ligase activity|0047475||IEA, go_process:phenylacetate catabolic process|0010124||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_019095818.1, product:phenylacetate--CoA ligase PaaK, protein_id:WP_011061419.1	HH203_RS15185		paaK
gene_03026	3509613	3510602	Ontology_term:GO:0010124, gene:paaA, go_process:phenylacetate catabolic process|0010124||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_009398369.1, product:1,2-phenylacetyl-CoA epoxidase subunit PaaA, protein_id:WP_011061420.1	HH203_RS15190		paaA
gene_03027	3510672	3510953	Ontology_term:GO:0010124, gene:paaB, go_process:phenylacetate catabolic process|0010124||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061421.1, product:1,2-phenylacetyl-CoA epoxidase subunit PaaB, protein_id:WP_011061421.1	HH203_RS15195		paaB
gene_03028	3510962	3511723	Ontology_term:GO:0010124, gene:paaC, go_process:phenylacetate catabolic process|0010124||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_007926507.1, product:1,2-phenylacetyl-CoA epoxidase subunit PaaC, protein_id:WP_011061422.1	HH203_RS15200		paaC
gene_03029	3511710	3512240	Ontology_term:GO:0010124, gene:paaD, go_process:phenylacetate catabolic process|0010124||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_008056248.1, product:1,2-phenylacetyl-CoA epoxidase subunit PaaD, protein_id:WP_011061423.1	HH203_RS15205		paaD
gene_03030	3512270	3513346	Ontology_term:GO:0010124, gene:paaE, go_process:phenylacetate catabolic process|0010124||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_008023681.1, product:1,2-phenylacetyl-CoA epoxidase subunit PaaE, protein_id:WP_011061424.1	HH203_RS15210		paaE
gene_03031	3513457	3513765	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061425.1, product:DUF485 domain-containing protein, protein_id:WP_011061425.1	HH203_RS15215		
gene_03032	3513762	3515408	inference:COORDINATES: similar to AA sequence:RefSeq:WP_007978004.1, product:cation acetate symporter, protein_id:WP_011061426.1	HH203_RS15220		
gene_03033	3515469	3517523	gene:paaZ, inference:COORDINATES: similar to AA sequence:RefSeq:WP_010173641.1, product:phenylacetic acid degradation bifunctional protein PaaZ, protein_id:WP_011061427.1	HH203_RS15225		paaZ
gene_03034	3517868	3519370	Ontology_term:GO:0006814, Ontology_term:GO:0015385, Ontology_term:GO:0016020, gene:nhaB, go_function:sodium:proton antiporter activity|0015385||IEA, go_process:sodium ion transport|0006814||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_250511.1, product:sodium/proton antiporter NhaB, protein_id:WP_011061428.1	HH203_RS15230		nhaB
gene_03035	3519461	3520297	Ontology_term:GO:0016787, go_function:hydrolase activity|0016787||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_015635706.1, product:HAD family hydrolase, protein_id:WP_041774258.1	HH203_RS15235		
gene_03036	3520279	3521796	Ontology_term:GO:0006098, Ontology_term:GO:0004345, gene:zwf, go_function:glucose-6-phosphate dehydrogenase activity|0004345||IEA, go_process:pentose-phosphate shunt|0006098||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_016983767.1, product:glucose-6-phosphate dehydrogenase, protein_id:WP_011061430.1	HH203_RS15240		zwf
gene_03037	3521793	3522773	Ontology_term:GO:0006098, Ontology_term:GO:0016616, gene:gnd, go_function:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor|0016616||IEA, go_process:pentose-phosphate shunt|0006098||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_003202390.1, product:phosphogluconate dehydrogenase (NAD(+)-dependent, decarboxylating), protein_id:WP_011061431.1	HH203_RS15245		gnd
gene_03038	3523182	3523358	inference:COORDINATES: similar to AA sequence:RefSeq:WP_015635709.1, product:DUF6026 family protein, protein_id:WP_015635709.1	HH203_RS15250		
gene_03039	3523605	3525347	inference:COORDINATES: similar to AA sequence:RefSeq:WP_018926089.1, product:phosphoethanolamine transferase CptA, protein_id:WP_011061432.1	HH203_RS15255		
gene_03040	3525640	3525864	inference:COORDINATES: similar to AA sequence:RefSeq:WP_017256430.1, product:hypothetical protein, protein_id:WP_015635710.1	HH203_RS15260		
gene_03041	3526183	3526857	Ontology_term:GO:0006355, Ontology_term:GO:0003677, go_function:DNA binding|0003677||IEA, go_process:regulation of DNA-templated transcription|0006355||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_010213373.1, product:heavy metal response regulator transcription factor, protein_id:WP_011061434.1	HH203_RS15265		
gene_03042	3526854	3528278	Ontology_term:GO:0000160, Ontology_term:GO:0016310, Ontology_term:GO:0000155, Ontology_term:GO:0004673, Ontology_term:GO:0016772, Ontology_term:GO:0016020, go_function:phosphorelay sensor kinase activity|0000155||IEA, go_function:protein histidine kinase activity|0004673||IEA, go_function:transferase activity, transferring phosphorus-containing groups|0016772||IEA, go_process:phosphorelay signal transduction system|0000160||IEA, go_process:phosphorylation|0016310||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061435.1, product:heavy metal sensor histidine kinase, protein_id:WP_011061435.1	HH203_RS15270		
gene_03043	3528275	3529462	Ontology_term:GO:0015703, Ontology_term:GO:0015109, gene:chrA, go_function:chromate transmembrane transporter activity|0015109||IEA, go_process:chromate transport|0015703||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_019093622.1, product:chromate efflux transporter, protein_id:WP_011061436.1	HH203_RS15275		chrA
gene_03044	3529462	3529953	Ontology_term:GO:0008080, go_function:N-acetyltransferase activity|0008080||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_017477061.1, product:GNAT family N-acetyltransferase, protein_id:WP_011061437.1	HH203_RS15280		
gene_03045	3530112	3531239	Ontology_term:GO:0051301, Ontology_term:GO:0005524, Ontology_term:GO:0016887, gene:zapE, go_function:ATP binding|0005524||IEA, go_function:ATP hydrolysis activity|0016887||IEA, go_process:cell division|0051301||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061438.1, product:cell division protein ZapE, protein_id:WP_011061438.1	HH203_RS15285		zapE
gene_03046	3531416	3531745	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061439.1, product:ketosteroid isomerase, protein_id:WP_011061439.1	HH203_RS15290		
gene_03047	3531798	3532514	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061440.1, product:YafY family protein, protein_id:WP_011061440.1	HH203_RS15295		
gene_03048	3532764	3535241	Ontology_term:GO:0015891, Ontology_term:GO:0055085, Ontology_term:GO:0015267, go_function:channel activity|0015267||IEA, go_process:siderophore transport|0015891||IEA, go_process:transmembrane transport|0055085||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061441.1, product:TonB-dependent receptor, protein_id:WP_011061441.1	HH203_RS15300		
gene_03049	3535364	3536323	inference:COORDINATES: similar to AA sequence:RefSeq:WP_015635718.1, product:FecR domain-containing protein, protein_id:WP_011061442.1	HH203_RS15305		
gene_03050	3536331	3536828	Ontology_term:GO:0006352, Ontology_term:GO:0016987, go_function:sigma factor activity|0016987||IEA, go_process:DNA-templated transcription initiation|0006352||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_019098746.1, product:RNA polymerase sigma factor	HH203_RS15310		
gene_03051	3537087	3538526	Ontology_term:GO:0015205, go_function:nucleobase transmembrane transporter activity|0015205||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_007928536.1, product:nucleobase:cation symporter-2 family protein, protein_id:WP_011061444.1	HH203_RS15315		
gene_03052	3538695	3539156	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061445.1, product:LEA type 2 family protein, protein_id:WP_011061445.1	HH203_RS15320		
gene_03053	3539157	3540065	Ontology_term:GO:0006541, Ontology_term:GO:0004359, gene:glsB, go_function:glutaminase activity|0004359||IEA, go_process:glutamine metabolic process|0006541||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_250329.1, product:glutaminase B, protein_id:WP_011061446.1	HH203_RS15325		glsB
gene_03054	3540209	3541999	Ontology_term:GO:0005524, Ontology_term:GO:0016887, Ontology_term:GO:0042626, Ontology_term:GO:0140359, go_function:ATP binding|0005524||IEA, go_function:ATP hydrolysis activity|0016887||IEA, go_function:ATPase-coupled transmembrane transporter activity|0042626||IEA, go_function:ABC-type transporter activity|0140359||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061447.1, product:ABC transporter ATP-binding protein, protein_id:WP_011061447.1	HH203_RS15330		
gene_03055	3541996	3542841	Ontology_term:GO:0042626, Ontology_term:GO:0140359, go_function:ATPase-coupled transmembrane transporter activity|0042626||IEA, go_function:ABC-type transporter activity|0140359||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_003216979.1, product:ABC transporter permease, protein_id:WP_050783784.1	HH203_RS15335		
gene_03056	3542865	3543926	Ontology_term:GO:0055085, go_process:transmembrane transport|0055085||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_015635723.1, product:ABC transporter permease, protein_id:WP_011061449.1	HH203_RS15340		
gene_03057	3543919	3545490	Ontology_term:GO:0042626, Ontology_term:GO:0140359, Ontology_term:GO:0055052, go_function:ATPase-coupled transmembrane transporter activity|0042626||IEA, go_function:ABC-type transporter activity|0140359||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_015635724.1, product:ABC transporter substrate-binding protein, protein_id:WP_011061450.1	HH203_RS15345		
gene_03058	3545501	3546700	Ontology_term:GO:0016705, go_function:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen|0016705||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061451.1, product:LLM class flavin-dependent oxidoreductase, protein_id:WP_011061451.1	HH203_RS15350		
gene_03059	3546888	3547619	inference:COORDINATES: similar to AA sequence:RefSeq:WP_012272961.1, product:class II aldolase/adducin family protein, protein_id:WP_011061452.1	HH203_RS15355		
gene_03060	3547635	3548690	Ontology_term:GO:0140359, Ontology_term:GO:0055052, go_function:ABC-type transporter activity|0140359||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_015635726.1, product:ABC transporter substrate-binding protein, protein_id:WP_011061453.1	HH203_RS15360		
gene_03061	3549201	3550448	Ontology_term:GO:0016627, Ontology_term:GO:0050660, go_function:oxidoreductase activity, acting on the CH-CH group of donors|0016627||IEA, go_function:flavin adenine dinucleotide binding|0050660||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061455.1, product:acyl-CoA dehydrogenase family protein, protein_id:WP_011061455.1	HH203_RS15365		
gene_03062	3550690	3552471	Ontology_term:GO:0005524, Ontology_term:GO:0042626, go_function:ATP binding|0005524||IEA, go_function:ATPase-coupled transmembrane transporter activity|0042626||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_019094954.1, product:ABC transporter ATP-binding protein, protein_id:WP_011061456.1	HH203_RS15370		
gene_03063	3552464	3554371	Ontology_term:GO:0005524, Ontology_term:GO:0042626, go_function:ATP binding|0005524||IEA, go_function:ATPase-coupled transmembrane transporter activity|0042626||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_015635730.1, product:ABC transporter ATP-binding protein, protein_id:WP_011061457.1	HH203_RS15375		
gene_03064	3554643	3555800	Ontology_term:GO:0016705, go_function:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen|0016705||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_019094955.1, product:LLM class flavin-dependent oxidoreductase, protein_id:WP_011061458.1	HH203_RS15380		
gene_03065	3555820	3556872	Ontology_term:GO:0140359, Ontology_term:GO:0055052, go_function:ABC-type transporter activity|0140359||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061459.1, product:ABC transporter substrate-binding protein, protein_id:WP_011061459.1	HH203_RS15385		
